Onderwerp,Toelichting,Kenmerk
[WENS][taken bij uitdienst]Overdracht openstaande taken van medewerkers naar nieuwe leidinggevende mislukt.,"Probleembeschrijving: Een leidinggevende blijft gebruiker van taken voor medewerkers waarvan zij geen leidinggevende meer is. Normaal wordt het automatisch bijgewerkt en gaan openstaande taken mee naar de nieuwe leidinggevende, maar in dit geval dus niet. In totaal gaat het om 7 taken van 2 verschillende medewerkers die bij 1 leidinggevende blijven staan. Beide medewerkers hebben wel een overplaatsing BV gehad (dus uitdienst en weer indienst bij een andere werkgever), maar voor zover ik weet zou dat geen problemen moeten geven. De taken zijn van een vrij type dossieritem. Ik heb in de betreffende workflow op de bestemming van de taak een groep toegevoegd, de workflow gepubliceerd en de extra groep weer weggehaald en weer de workflow gepubliceerd. Ik hoopte dat hierdoor de workflowtaken bijgewerkt zouden worden en de taken alsnog naar de juiste leidinggevende zouden gaan, maar dat is niet gebeurt. In de bijlage een voorbeeld van Dynaida Hobijn in het organigram. Haar taak staat bij Miquela Veen, maar zij is geen leidinggevende van Dynaida. De bestemming op de taak is ""leidinggevende en vervangers - bestemming dossieritem"". Ik zou het wel kunnen oplossen door tijdelijk een overdragen knop aan de workflow toe te voegen, maar eigenlijk wil ik eerst weten waardoor het hier misgaat. Aanvullende details: - Welke versie van de software gebruik je precies? - Profit 6 - Zijn de overplaatsingen correct verwerkt met de juiste historische datums? - De overplaatsing met ingang 1-8-25 is verwerkt op 19-8-25. Dit is voor de afsluiting van de salarisverwerking. - Doen de problemen zich ook voor bij nieuwe taken of alleen bij reeds bestaande taken? - Voor zover ik weet alleen bij deze reeds bestaande taken. Ik heb steekproefsgewijs andere taken van hetzelfde type dossieritem gecontroleerd en deze lijken wel bij de juiste gebruiker te staan. Ik heb het ook maar van 1 leidinggevende teruggehoord.",HRM
Foutmelding bij openen pagina op InSite: STATUS_ACCESS_VIOLATION,"Probleembeschrijving: Onze collega Freddy Klompen van afdeling Techniek probeert een dienst aan te vragen met meerdere regels. Hij heeft de eerste regel zo ver klaar gemaakt en klikt dan in het volgende scherm op +Nieuw om een nieuwe regel toe te voegen. Het volgende scherm opent en op het moment dat hij één van de itemcodes aan klikt (maakt niet uit welke) komt het scherm met de foutmelding. Als ik de stappen zelf doorloop op mijn pc heb ik niet. Heb daarom op zijn pc al de cookies en cache verwijderd in Edge, dacht wellicht dat dit zou kunnen helpen, maar helaas was dit niet de oplossing. Daarnaast ziet hij op het scherm Opmekring intern staan, die ik niet krijg te zien als ik een dienst-aanvraag in productie indien. Hoe kan dit? Inmiddels heeft hij het 3x opnieuw geprobeerd, dus er staan nu 3 aanvragen in concept. Graag z.s.m. jullie hulp zodat de aanvraag de deur uit kan. (kan 'm zelf namelijk niet namens hem inleggen want dan moet ik de dienst straks gereedmelden als melder) Aanvullende details: - Wat is de exacte tekst van de foutmelding die op Freddy Klompen's scherm verschijnt? - Er is een probleem opgetreden op deze pagina (zie printscreen) - Kun je meer details geven over de stappen die Freddy precies volgt? Bijvoorbeeld specifieke knoppen of selectieopties. - zie bijlage - Werkt dit probleem altijd op Freddy's pc of speelt het soms ook maar niet altijd? - volgens mij komt dit probleem iedere keer terug (sinds kort)",ERP
[rooster][uren per week]Verschil in salarisberekening door roosterinstelling en ingangsdatum bij medewerkers.,"Probleembeschrijving: Beste lezer, Medewerkers die vanaf 104 weken ziek zijn, zet ik het rooster op 0. Dat heb ik gedaan bij bijvoorbeeld medewerker 300037 en werd het salaris juist berekend. Het rooster had ik op 'uren per week' gezet en het aantal uur en parttimepercentage stonden op 0. Bij deze salarisronde heb ik hetzelfde gedaan bij medewerker 200082, maar werd het salaris niet berekend. Vanaf 2-9-2025 had ik het rooster op 0 gezet. Een collega heeft doorgegeven dat ik het rooster type op 'werktijden gelijke weken' kan zetten en het salaris dan juist berekend wordt. Na het aanpassen van het type rooster werd het salaris inderdaad juist berekend. Ik heb wel lang zitten zoeken. Hoe komt het dat bij de ene medewerker het salaris wel juist berekend wordt met type rooster uren per week en bij de andere medewerker niet? Met hartelijke groet, Zuleyha Ordek Aanvullende details: - Kun je bevestigen of de medewerkers beide dezelfde salarisberekening hebben (zoals dezelfde looncomponenten en instellingen)? - Ja - Denk je dat er verschillen zijn in contractinstellingen, functiegroepen of andere personalia tussen deze medewerkers die dit kunnen verklaren? - Nee - Kun je specifieke instellingen of verschillen in detail weergeven tussen de roosters van beide medewerkers (300037 en 200082)? - De ingangsdatum bij mdw 200082 is 2-9 en bij mdw 300037 21-8",HRM
"Foutmelding bij openen OCI-koppelingen Mediq, beschrijving onbekend.","Probleembeschrijving: Bij het openen van de OCI koppelingen van Mediq krijgen we een foutmelding en opent de website zich niet. De error geeft geen informatie in de AFAS help. Het is mij onduidelijk waar dit fout gaat. Bij Mediq of bij ons in AFAS? Graag met spoed oppakken, aangezien we hier onze medische en verpleegartikelen bestellen. Hiervoor hebben we niet echt een alternatief. Alvast bedankt, hartelijke groeten, Marquerite Stijger Aanvullende details: - Kun je precies aangeven welke specifieke foutmelding je te zien krijgt? - zie afbeelding - Zijn er recente wijzigingen doorgevoerd in de OCI-instellingen of in AFAS Profit? - Nee - Heeft deze koppeling eerder zonder problemen gewerkt? - Ja",Algemeen
[aanpassen][worklfow]Onboarding nieuwe medewerker kan niet worden voltooid door onvolledig adres; wijziging ontbreekt in Insite.,"Probleembeschrijving: Hallo, De invoer van een nieuwe medewerker (onboarding) kan helaas niet worden voltooid omdat het adres niet volledig is ingevoerd. Nergens in Insite kunnen we echter een knop zien waarmee we het adres alsnog kunnen aanpassen of toevoegen. In Profit staat de betreffende medewerker nog niet, dus daar kunnen we ook nog niets aanpassen of toevoegen. Weten jullie hoe we de workflow alsnog kunnen afhandelen? Met vriendelijke groet, Martijn Kas Aanvullende details: - Kun je precies aangeven welke velden leeg blijven of ontbreken in de adresgegevens? - Adres en Postadres - Kun je in de workflow specificeren op welk moment het proces vastloopt? - Als na invoer via Insite op een later moment het adres nog moet worden toegevoegd. - Heb je al geprobeerd de invoer direct via een andere interface te wijzigen, bijvoorbeeld door opnieuw te laden? - Ja",HRM
"Verlaagde pensioenspremie bij zorgverlof opname, terwijl dit verlof 100% doorbetaald is.","Probleembeschrijving: Ik heb kortdurend en langdurend zorgverlof ingericht en geïntegreerd in onze nacalculatie, zodat dit ook in Pure/agenda zichtbaar is. We zien echter dat de pensioenspremie wordt verlaagd wanneer er op dit verlof geboekt wordt. Onze salarisadministrateur accordeert de verlofregels namelijk via de nacalculatie. Het is de bedoeling dat de pensioenspremie ongewijzigd blijft bij opname van zorgverlof, omdat dit verlof voor 100% wordt doorbetaald. Kan jij me helpen? Aanvullende details: - Kun je bevestigen welk looncomponent wordt gebruikt voor het opnemen van zorgverlof? - Geen idee - Kun je aangeven of dit looncomponent een eigen component betreft of gebaseerd is op een bestaand component? - Hier zit waarschijnljik de fout. - Als het een eigen looncomponent betreft, kun je dan het stamnummer of een screenshot van de classificering bijvoegen? - Hier zit waarschijnljik de fout.",HRM
Leidinggevende in Onboarding-module wordt niet juist gekozen voor sollicitant.,"Probleembeschrijving: Hoi Rik (en Joris), In vervolg op melding 2379140 zien we dat ook de leidinggevende van een medewerker in de Onboarding-module niet juist wordt gekozen in de workflow. Ook niet als ik toekomstig leidinggevende selecteer. Waarschijnlijk heeft dit dezelfde oorzaak: de medewerker is er nog niet, maar is nu nog sollicitant. Ik kan vanuit de gegevensverzameling ""Mutatie medewerker/org. eenheid/functie"" wel de leidinggevende ophalen, maar hoe kan ik ervoor zorgen dat deze ook een taak krijgt (de leidinggevende controleert de overeenkomst, voordat deze door de directie wordt ondertekend). Ik hoor graag hoe dit verholpen kan worden! Groet, Leon Aanvullende details: - Bij welke medewerker speelt dit probleem? - Nu ook bij Daan Groenhof - Kun je precies aangeven hoe de workflow is opgebouwd qua stappen en condities? - Ziescreenshot - Werkte deze functionaliteit eerder correct en zo ja, tot wanneer? - Nee, nog niet.",HRM
[power BI I vrij] Mogelijkheid om BI-model te maken op basis van vrije dossieritems en vrij velden.,"Probleembeschrijving: Goedemorgen, Kort vraagje Is het mogelijk om een BI-model te maken op basis van vrije dossieritems met de gegevens van de vrij velden? Aanvullende details: - Kun je uitleggen wat je precies bedoelt met 'vrije dossieritems'? - Ik wil een analyse maken over onze inkooprelaties en hun prestaties. Deze prestaties beoordelen wij via een workflow. Wij zouden graag de gegevens eruit halen op er een dashboard op te kunnen maken - Welke specifieke gegevens wil je uit de vrije velden gebruiken in het BI-model? - scores van inkooprelaties op verschillende onderdelen - Heb je al geprobeerd iets in te stellen en waar liep je toen tegenaan? - Ben opzoek gegaan naar de beschikbare gegevensverzamelingen, maar zie niet iets naar voren komen waar ik iets aan heb",Algemeen
[control] Abonnement verhoging naar 250 medewerkers niet zichtbaar door verzuim huidige manager. Medewerkers kunnen niet insite vanwege te weinig licenties.,"Probleembeschrijving: Graag wil ik ons abonnement ophogen naar 250 medewerkers, maar get lijkt erop dat ik niet niet kan. Onze huidige manager zit in verzuim. Op dit moment kunnen medewerkers dus niet insite. Aanvullende details: - Kun je precies aangeven wat er gebeurt wanneer je het abonnement probeert op te hogen? - Ik zie de optie niet staan. - Kun je bevestigen welk abonnement jullie momenteel hebben en wat de huidige limiet van het aantal medewerkers is? - 220 - Wil je toelichten wat je bedoelt met 'medewerkers kunnen niet insite'? Verschijnt er een foutbericht of gebeurt er iets anders? - omdat we te weinig licenties hebben",Algemeen
Activering van Prijzen incl. BTW en gevolgen voor prijzen en processen.,"Probleembeschrijving: Goedemorgen, Wij willen wellicht gebruik maken van Prijzen incl. BTW. Volgens de helpsite https://help.afas.nl/help/NL/SE/Pro_Config_IncVat.htm moet je hier een activering voor aanzetten. In een testomgeving heb ik dat gedaan en lukt ook zonder problemen. Echter, kan ik moeilijk inzien wat de verdere gevolgen zijn van deze acties. Kunnen jullie daar vanuit ervaring meer informatie delen? Groet, Niels Aanvullende details: - Kun je specifieker aangeven welke gevolgen je vermoedt of verwacht? - Zijn er prijzen die opeens veranderen nadat ik de functionaliteit aanzet? - Welke specifieke informatie of voorbeelden zou je nog willen ontvangen omtrent de activering? - Werkt dit aanzetten alleen door bij verkooprelaties waarbij het vinkje prijzen incl. BTW gebruiken aanstaat? - Heb je al gemerkt dat er processen anders werken in de testomgeving na het inschakelen hiervan? - Nee, dit heb ik niet gemerkt.",ERP
[landcode vk I uk] Geen landcode voor het Verenigd Koninkrijk bij invoeren verkooprelatie.,"Probleembeschrijving: Ik moet een verkooprelatie uit de UK invoeren maar kan nergens de landcode vinden om toe te voegen. Kunt u aangeven waarom ik geen United Kingdom, Verenigd Koninkrijk, Engeland of wat voor zoekopdracht ook ik kan vinden. We horen het graag van u hoe we een klant uit Engeland in kunnen voeren. Aanvullende details: - Welke stappen volg je precies wanneer je de landcode probeert in te voegen? - Verkooprelatie - Nieuw - Bij land zoeken naar Engeland of een andere omschrijving van de UK - Gebruik je een specifieke lijst of module in Profit om de landinformatie toe te voegen? Zou je daarvan een schermafbeelding kunnen sturen? - Bijlage toegevoegd met printscreen, geen Engeland te vinden - Speelt dit probleem alleen bij het Verenigd Koninkrijk of ook bij andere landen? - nee niet bij andere landen, die kan ik allemaal vinden",ERP
Mails over goedkeuring verlofverzoeken worden onterecht naar medewerkers gestuurd.,"Probleembeschrijving: Medewerkers krijgen mails vanuit Profit dat er een taak klaarstaat op Insite. Dit lijkt logisch, maar ze krijgen taken binnen dat hun eigen verlofverzoeken goedgekeurd moeten worden, terwijl deze naar de leidinggevenden horen te gaan. Weten jullie hoe dit kan? Aanvullende details: - Kun je bevestigen of er specifieke instellingen in de workflow zijn aangepast die dit gedrag kunnen veroorzaken? - Nee, het gaat om openstaande taken, maar een verlofaanvraag hoort niet als openstaande taak bij jezelf te staan. - Om welke workflow gaat het precies? Kun je de naam en eventueel een screenshot van de configuratie delen? - Zie bijlage - Heb je gecontroleerd of de roltoewijzingen voor deze workflow correct zijn ingesteld? - n.v.t.",HRM
[Jonas] Vraag over de mogelijkheden van samenvatten d.m.v. Jonas in de workflow en de knop 'Vat deze pagina samen',"Probleembeschrijving: Ik heb een vraag over Jonas. Via het nieuwe reactiesjabloon kun je bij de optie Jonas de functie ‘Vat deze pagina samen’ selecteren. Jonas maakt dan een overzicht van alle velden op de pagina, inclusief vrije velden. Is dit ook mogelijk met de Jonas-opdracht in de workflow, zonder dat ik alle velden en vrije velden eerst aan de gegevensverzameling toevoeg? De resultaten zijn nu verschillend namelijk. Aanvullende details: - Kun je specificeren of je in de huidige workflow de velden al op een andere manier beschikbaar maakt voor Jonas? - - - Zijn er instellingen die je nu gebruikt binnen de Jonas-opdracht die mogelijk het gedrag beïnvloeden? - - - Kun je een beschrijving geven van wat je precies verwacht dat Jonas in de workflow uitvoert? - -",Algemeen
[overzicht][insite]Waarden ophalen uit de onboarding flow voor overzicht in portal.,"Probleembeschrijving: Op de onboarden portal hebben we een overzicht met lopende en afgesloten onboarden flows. Hoe kan ik waardes uit de onboarden flow ophalen om in deze overzichten te tonen? Er is nog geen medewerker zolang de flow loopt dus vanaf daar kan ik niets ophalen. Het gaat bijvoorbeeld om datum in dienst en dienstbetrekking. Aanvullende details: - Kun je precies aangeven welke waardes je wilt ophalen uit de onboarden flow? - Zie tekst - Heeft de waarde, bijvoorbeeld de datum in dienst, een standaard plaats of naam in de onboardingflow configuratie? - ? - Kun je aangeven welke stappen je al hebt doorlopen of geprobeerd hebt om deze waardes op te halen? - Zoeken in de gegevensverzameling van de pagina.",HRM
